date,review,rating,isEdited,title,userName,developerResponse
13-09-2020 18:12,"Once opted for login through touch pad verification, one can not disable the Touch pad login on the app settings and opt for key login. Please note I followed all the steps as mentioned on your official website help & support. The steps mentioned there and how it looks on the app doesn’t match, completely different options!

Reported the issue many times but no help, strangely, the app doesn’t have the steps it asks to follow! Tried on my iPhone and tried on different iPhone.

I don’t know why they have mentioned wrong steps but nowhere it gives option to disable touch pad login. Please check yourself to confirm what I reported!

My iPhone’s touch pad has stopped working and I have to reinstall the app many times to get on to the app and after few minutes it logs me off and again asks me for touch pad login! So, I am able to login for few minutes only if I reinstall.

Hope Google team reads this review and acts upon sorting the issue at the earliest!",1,FALSE,Bug in the app!,Cvyas,
28-10-2020 18:50,"I’m an user for this app since it was (Tez)and found this as a very user friendly app to use for the payments. 
Having said that lately we’re facing server issues very often and which creates a lot of mess whilst making a transactions.
If this can be sorted we might step back and use Gpay as a trusted and reliable app for the payments instead of using any competitors in the market.",5,FALSE,Performance issues,Jassharr,
03-02-2020 05:43,"Initially bonuses were satisfactory
After google pay got famous always ""try again later"" 
From past one and half years i am using google pay only 3 months after downloading i use to get some amount in scratch coupons but after that always and always *""try again later""*",5,FALSE,Scratch coupons,Jalaj Arora,
02-02-2020 15:26,"I paid at the pharmacy an amount, the app said the transaction failed and try again. When i try the second time it succeeded. However, when i reach home, i get two sms that shows the money is deducted twice. When contacted the GP customer care, they say it’s been credited to the merchant and GP has no role. If GP has no role then why should I use your crapp? The customer asked me to go back to the merchant and get refund. I mean, do you guys expect me to do this for every failed transaction? Failure of transaction is quite normal in GP. I’ve uninstalled this crapp and using BHIM app now and till now there is no issues whatsoever. Wouldn’t recommend to anyone.",1,FALSE,Money deducted twice,Skgodara,
23-12-2020 17:40,"1. Most of the time payments are under processing for hours. This is really a problem while paying somewhere after buying something. At the same time other upi apps works with the same bank.
2. Very often while doing transaction it is shown that sim card not found. And errors like not registered and all. Won’t even work after uninstalling and installing and signing in again. This is a huge drawback.
3. And 80% of times payment is cancelled at first and will be done only in the second attempt, as the advertisements say we get a chance to confirm amount and all once more😂.",1,FALSE,Worst upi app ever made,kiranvijayk,
04-10-2020 06:57,I don’t know what’s wrong with google pay and SBI most of the transactions got failed and which ever happened money got stuck in process kindly check with the server as other upi works well with SBI but google pay has some major server issue specifically with SBI otherwise if bank has a problem it would have been reflected on other upi apps as well but it’s just happening with SBI and it’s been a month this thing has been happening kindly look in the issue and try to resolve it .,3,FALSE,A lot of transactions failure,disapoointed viewer72,
07-08-2020 15:31,"Hi Team 

Now a days the Google Pay not helping so much all the transaction getting failed not even check a balance and I have lost 1000 rupees in google pay will done for the services you have provided I have dropped a mail for this issue on may month still no resolution for that issue and now I done electric bill money debit from my account and it’s got failed very thanks to that don’t know which year this money I will get back so guys this mail is for you only please use responsive application for transaction and paying bills until the GP stands steady and I’m sorry for this feedback GP you are my favourite app. NOT ANYMORE!

Thanks",1,FALSE,GP got down,yofaiz,
28-01-2020 01:14,Suddenly it gives this error. Shows as security concern. Did Google really stopped for iPhone 6/6S users or its just an error? The problem is this happened after the money is deducted during a transfer. Money is still not credited to beneficiary account and now I don't have option to check status because gpay isn't working for my phone. Pls update and fox it.,5,FALSE,Gpay isn’t working for iPhone 6/6S,Jennings iPhoneX,
20-01-2020 10:46,"Gpay is only good for money transfers that are not urgent .If you use it in a commercial place like grocery stores or food joints where you need immediate transfer it might give you transaction error and does not process it at that moment so you are left with two options either pay again to the customer or convince the customer that the money will be credited in his/her account.
I have had multiple cases where my account was debited twice and then I had to request money from the customer.
I would request the team to work on Gpay server.",2,FALSE,Not reliable,ayu_bha,
10-09-2020 11:17,"The experience has been a bad one! Like the money transfer does not happen instantly and though the money gets deducted from the bank account GPay doesn’t process the money at the go. There is no option to cancel the transaction and the instruction says if the money goes to the beneficiary, all we can do is ask for the money back!!! Why is there no process in place for cancellation of the transaction if it is not successful in max 30 minutes! The app needs to be revised to handle such scenarios. I am now apprehensive to make any further transactions through Gpay!",2,FALSE,Gpay is not instant,PThulung,
11-07-2020 07:45,"Didn’t want to give even that one star also,I have been complaining about my failed transaction which has been stuck since 2 months,the merchant has not received,even have raised the dispute yet no action has been taken,tried to contact your customer support team but no one is lifting the calls even to adhere to resolve customer issues,the worst online payment platform I have seen which resorts to fraud malpractices.
Will never recommend this app to anyone,once the transaction fails the company stands hands raised ,and will never respond to your queries.",1,FALSE,Worst Technical support,shiva2894,
11-02-2020 13:00,"I’m facing an issue with my refund. One of my bill payment (K5QQ) got failed on 10th dec ‘19. I have raised a dispute on 25 Dec ‘19. Every time when I contact help desk I’m getting an automated email asking me to wait for 7 working days and Rep was also not helpful. Asked for supervisor and Till now no one came to help. Till 22 January, google pay refund status was “pending with bill desk “ and on 22nd I got an email stating payment was approved by bill desk and will get the refund with in 7 days. Even after, till today I didn’t receive any refund only thing got changed was 7 day waiting email reduced to 3 days.",1,FALSE,K5QQ Transaction ID,PVP - K,
17-09-2020 06:44,"Please look into this issue.
There is no confirm or ok button once date is selected in train booking app in google pay. The date selection is highlighted but there is no way to submit that date. This issue is seen since a few months, earlier was able to select any future date for booking.

Thanks 
Pavan",5,FALSE,Date selection for train booking doesn’t work,pavanpujari,
05-08-2020 06:10,"There is a problem with failed transactions- while making a payment,if the transaction fails the process is still on in the background and so it has not failed technically. If somebody makes a second try to pay and if it succeeds there is still a chance for the first attempt to succeed as well resulting in double payment.",5,FALSE,Payment failure not a failure,Phoenixin88,
30-12-2020 14:19,"For every transaction that succeeds, there will be 10 failed ones. I’ve started avoiding google pay while paying merchants. The customer care (if we can call it that) is not helpful and the banks hardly help you for gpay transactions. I’ve lost a lot of money since I had to pay through an alternate method when the transaction fails. And frustratingly, the transaction succeeds after 2-3 business days. So, I ended up paying twice. 

The customer care asked me to provide bank statement of the other party. Which merchant in their right mind provides bank statements to a stranger? Avoid at all costs",1,FALSE,Hardly works anymore,Pavan248,
01-01-2020 14:22,"Sorry to say that team google. It’s happened 4-5 times with me i am sending money through this app it’s showing bank server not responding at the same time PHONE PAY sends money successfully. Then how can I believe that bank server not responding .

Take it seriously 😑 my lots friends switching to phone pay because of the same issue .",5,FALSE,Not useful when extremely needed,Dnyanu32,
04-11-2020 09:00,"Hello team!
I’ve been using this app for more than two years. There was no issue back then.
Now I’m not able to use the app, the account details which I have registered is unable to restore and activate the account. I’ve even sent a review about this issue through the app itself but I got no reply nor the Gpay team is solving this issue. Even few of my friends have the same issue. They’ve even uninstalled the app. Please solve this issue as soon as possible. 
Thanks.",3,FALSE,Unable to restore,hachi love,
02-07-2020 08:37,"Typical story here. Made an online shopping transaction and to my peril chose UPI and used GPay. Money was instantly debited and Transaction went into ‘pending’ state. Couldn’t continue the shopping cart transaction as no response from GPay. I expected the transaction to fail and get back the money automatically. However, a week later, the transaction goes to success and money is credited to the payment gateway Razorpay. 

Bank says transaction is success, end merchant does not have the money and I don’t know how to contact Razorpay. Thank you very much GPay for this excellent experience. I will not be using this app anymore.",1,FALSE,Money lost somewhere in the middle,ravenmeister,
26-01-2020 14:31,"While activating UPI on my iPhone 6s I received an error message that the UPI is no longer supported on the iPhone 6s, even though it’s updated to the most recent version of iOS (iOS 13.3 - on the date of writing this note). Please update accordingly, the other UPI apps are working fine and I depended on Google Pay a bit, but now I can no longer use it cause of this reason.",5,FALSE,iPhone 6S no longer supported?,VirginiaFerns,
18-09-2020 09:53,"I like all things from google including google pay . a wonderful mode to make it easier and happening and comfortable at the same time .Thank you google for developing such a good user friendly apps for public convenience . 
really grateful to the entire unit of google .
I do have quite good other ideas in many other fields to dig more .",5,FALSE,Easy and quick solution,S.marjara,
27-07-2020 16:26,"Hello Team 
aa now we have a option to pay directly from the bank account and why can’t we have a option to pay from credit card  by adding this option it will be very helpful for all the customers and users  by this option user can decide weather to pay from debit card or credit card..",5,FALSE,Going Good,praveen.1,
09-07-2020 14:13,"I was surprised this app is not working in Germany. Initially it worked for two
Months (September and October 2019) later it stopped working. Could you please take some action on the same. The app had to be dynamic it has to work across boarders. Looking forward for resolution.  Enter nick name while entering the feedback. It has to take all names. But it’s not accepting existing names which is bad.",5,FALSE,Not available in Germany,kantamsa,
09-04-2020 08:45,I’ve been using the app for almost 3 years now and it was good in the beginning. I have done too many transactions through this app and also collected many scratch cards. You guys are making a fool of us as no rewards are given back. I opened more than 30 cards but didn’t even get 30rs and this is not done. Other apps who claims to give cashback are much better than this. Just fooling around people as you guys are growing. My recommendation would be other apps are better than this which can provide you with good services than this. They literally think of us as idiots.,1,FALSE,Scamming the people? Huh?,Batman3314,
20-12-2020 06:07,"Hi team 
      I hope simply waste of using this google pay the amount has been detecucted from my account and shows fail  with has more than 10 days money has not refund and customer care also not connecting call .there is no use of this google pay    There is no hope that they money will  not refunded",5,FALSE,Amount deucuted but not refunded,mano ranjan,
15-09-2020 06:57,"If a payment is not a instant success then atleast the user should have a option of cancelling it nor it by default should get canceled but what happens is we pay a stranger a large sum of amount and the payment is processing, after a week it gets credited to the stranger but we have already paid it to them in other means when the payment is not a instant success. Now being a cursed GPay user you need to try getting back the money from the strangers and that’s not gonna happen. It’s not advisable to do transactions in gpay during any emergencies and during travel and to a stranger. Bad UX.",1,FALSE,Payment processing is a bug!,Adhi Sivan,
07-08-2020 09:50,"If after all the process and adding my bank account with my registered phone number i am not able to add my account and when i am trying to contact customer care the call is being cut automatically and i am not even able to contact them or talk to anyone about my problem. I have sent my feedback many times and received no reply about the problem. 
Sometime earlier it was working absolutely fine and now I don't know what the hell is wrong and there is no one to contact for help.",1,FALSE,Bank account not being added,tani angliss,
06-04-2020 06:35,"I have have many transactions on this app but the rewards that we get is way to less as compared with other competitors app. 
I haven’t received my referal money back yet.
I have also faced issue where in amount is been deducted from my acc and is not been recived to the person i was sending it to , still I haven’t received my money back.
Many of my friends n colleagues have given up this app and started using paytm n phone pay even i need to do so and would request gpay to fix this issue or they will end up loosing many users.",1,FALSE,Worst finance handling app ever.,nilesh1974,
08-03-2020 14:07,Google pay has  become so bad when it comes to transactions that some times your transactions keep failing for days and the customer service is not really helpful in solving the issue they ask you to contact the bank and you get the same response from the bank as well and the customer service is not really accessible fast and easy you have to wait on the call for more then 5-10 mins to connect to the customer service representative,2,FALSE,Not worth making it your default payment mode,Gamer@007,
19-02-2020 14:25,"Dear google pay team,

Since most of the chat options are already available in google pay Platform. It would be great if you could enhance the features similar to what’s app chat and call. Then only one application may be called „Google Pay + Chat“ for all the needs:  chat, call, payment etc..

Think of it.",5,FALSE,Google PayChat : New feature in future??,manju0906,
16-11-2020 16:00,"Hi team, post the recent update google pay got nee look. But unable to use it due to the log. I am not sure that it’s because of game or new UI. But it is really worst user experience now. Sometimes payment section itself taking too much time to open. 

Sorry for my comments. Since because of gpay only we guys moved to UPI. But now all the other UPI providers app are very smooth but google app getting hang and worst user experience. Thought to share with you guys to fix it in feature releases.",2,FALSE,App getting hang like anything. Is the game really needed,Cloudykarthick,
10-11-2020 13:15,"I dont understand why Gpay team is not willing to provide Logout button in Gpay for IOS. Its like irritating and GPay is asking IOS user to put passcode to iPhone instead of providing the Logout button. Like other app, GPay for IOS must also be giving logout button so that user who doesnt want to put passcode on phone, they can use it. For me, like i dont want to put passcode in my iPhone then Gpay is not allowing me to use it as its forcing me to put passcode. 
Gpay team, give option in your app and dont force user to put passcode in iphone. 

Logout button for IOS(iphone) is missing long time.",1,FALSE,Logout button/option is missing in GPay,surjeetmgst,
29-08-2020 04:45,"I have changed my mobile number in bank account, after that I’m not able to make any transactions from Gpay. Gpay support team is even worst, no one is ready to help after sending multiple emails and message via chat, no response at all. Didn’t expect such services from a brand likeGoogle. Better not to use this app and waste your time and money. No proper help on disputed transactions as well, for everything they will redirect to bank, better we can use bank account or other Upi itself instead of using gpay where no body cares about their customers.",1,FALSE,Worst app and support,Airtel is fraud,
25-01-2020 07:41,"Awful experience.
I added my bank account to my GP and I got a message that it I have successfully added my bank account but cooling period of 24 hours will be applied and up to 5000rs would be remitted and now I have no amount left in my acc and I have to wait for 24hours to get my money. The money was urgently required and they didn’t even give a confirmation message and also the account has been added but still why this?whats the use of this?",3,FALSE,Money,mash15,
16-05-2020 05:35,"This doesn’t work properly after recent update.
It started lagging or you can say it get stuck It get stuck to certain when making a payment. And it recovered after locking and unlocking a screen.
Please provide update that can solve above mentioned issues.",5,FALSE,App issues,sudha1961,
15-12-2020 23:35,"This it my first digital payment app after my SBI online banking app, i have had installed almost all payment apps but, i always used to relay on Gpay for its fast and hassle free payments and i believed it wont let me down..

But from few months Gpay is failing like anything and taking much time to show the results wether its failed or paid!! I immediately switch to PhonePay upon its failure, then i pay my purchases in a lightning speed, come on Gpay🤦🏻",3,FALSE,"In recent, most of the times payments are failing!",vijaykb03,
04-05-2020 22:48,"When I started using it it was really giving me a good experience but now a days whenever I use this it ask me for the mobile number registration then add the bank and everything from start ..
And this is the same problem facing a many of the users ..",5,FALSE,Worst experience,rdesai453,
02-11-2020 11:01,"The transactions fail too much and comes back to me after 3-4 days and in times they get credited to receiver after days . This app is from a good company but the work ethics , company policies , are pretty much bad. This could make a person die in case of certain emergencies. After seeing the problem too common in my area I decided to uninstall this app for once and forever. Note:- if you cant control transactions that are outside of your privileges, stop blaming banks for it. Selfish google pay. It’s better you stop the business after all",1,FALSE,"Unreliable , Google Pay has failed its users.",spdas7,
09-07-2020 09:52,"Hi Team, 

This is to bring into your noice that app hasn’t been working properly. From last few days it gives error while doing transaction or checking the details: This has been a regular problem for many days now and its really frustrating, you have to make a payment and you are waiting for the transaction to be done but after 3-4 mins it gives error and transaction fails. Please look into it immediately..",3,FALSE,Inconsistent,M. Chawla,
29-10-2020 18:56,"Please try keeping a search box for searching recent payments history. If I want to search for a person either I have to look into contacts/type phone number or, scroll the list completely to pay that store or a person. Hope you get it what I am saying.",5,FALSE,Search,Vishwa iPhoneX,
15-07-2020 08:34,"Pathetic, Worst , 3rd class app. 3rd class customer service.. 3rd class customer care ,, no customer support, nothing. If you are using this app & facing no problems still and thinking why am i giving bad review just keep in mind you will also be doing the same thing in some days when your money will get stuck for weeks and you will lose hope. They are not even replying to Emails, tweets, nothing. And now don’t even reply to this saying “ Sir please contact us with your concerned problem” because i have contacted ya’ll 1000 times and no help was provided. So goodbye.",1,FALSE,Fraud,TechnicalDoctor,
14-02-2020 18:02,"I have Booked and Cancelled Train ticket . Ticket Provider Sent confirmed email for Your refund Credit Instruction given to Gateway on 6Feb 2020. But Gpay don’t know after 8 days for Same. Customer service Still Advice and Stick that You needs contact with Ticket Provider. I told They Already give me refund status Writing by Email but Google customer service Provider Didn’t Accepts it. So I demand for Email so that I can sent Them screenshots but Denies to Give higher authorities email address to Rise complaints.

I think Donation to Charity Takes by Me . God bless.",1,FALSE,Customer service Very Bad,Crashes ap,
28-12-2020 10:55,"The app over all is average . It never shows the balance . In the past two years I’ve had it , I’ve been able to see the balance only 5-6 number of times. 60% of the times the transaction fails or keeps processing .I think paytm is overall a better app.",5,FALSE,Average .,prakash@28,
15-07-2020 05:14,"Hello GPay support,

This is issue with most important feature in Google Pay app, issue with SUBMIT button after enter payment password.

The Key board in my iPhone 11 is being displayed very much bottom and not easy to press SUBMIT button after enter the payment password.
Many times facing the issue and could not use the app for easy payments.
Please lift up the keyboard and the Submit button, currently it is extreme bottom right corner.
There is lot of room in the middle of the screen left empty, hence it is easy to lift up the keyboard.

Would appreciate your quick help.
Thanks,
Suresh.",5,FALSE,Please lift up the Keyboad display,SVakacharla,
10-02-2020 21:20,"If we have a dual sim and two phone numbers 1 business and other personal, currently no option to manage two accounts. Could you make it possible to install 2 accounts in same phone like Wattsapp and Wattsapp business?",5,FALSE,Google pay business,Amireddi,
16-06-2020 05:15,"1) Checking balance could be made a little bit more accessible since you have to scroll all the way down to check it. I use this very frequently don’t know about others 
2) Some banks are responsible on refunds when deductions are made from other apps but some are very pathetic on response times and had to be contacted with ref ids. If only this CX could be made smoother.",4,FALSE,Close to perfect,arunavabasak,
03-05-2020 15:35,There is all the thing are good but one big problem there I am using this app last 4 year but I didn’t get weekly scratch card for last 4 year google pay distribut many people one lakh but not for poor people I am very poor person I hope I am next winner for one lakh I requested to google pay please win those people who really need money I have lots of problem please choose me next winner,4,FALSE,Nice app,dt441376,
25-11-2020 04:16,"I was trying to transfer the money but it’s was not happening. So, I reinstalled the app thinking it might work. Then tried to add my account but it asked to verify the phone number. I have been trying to do it from last 3 days but it’s not happening. 

Now, it says Device not supported Activating UPI is not supported as per NPCI guidelines on iphone 6 and iOS version below 13.4. Please upgrade to continue using UPI on google pay. I am using iphone 6 and my software ( iOS 12.4.9) is up to date. I am writing this to put in to your knowledge that people like us are suffering. Hoping to get a solution asap. 

Kindly do the needful.

Thankyou",5,FALSE,Unable to activate account,Parulkat,
04-12-2020 06:13,"The app started off as a very convenient and reliable way of conducting transactions and the best tool for supporting the digital payments revelation. 

However, off let the app’s success rates on transactions has been on the rise. Multiple follow up by the vendor, amount getting deducted from account and not getting credited to vendor account, processing times etc have been painful. Such bugs are not expected from an app from google. Patience levels and confidence levels dropping on usage of this app.",2,FALSE,Transaction failure rates increasing,Ajayunik,
20-11-2020 20:26,Google pay stopped working in my IPhone 6 with iOS version 12.4.9. When I uninstaled and reinstall it now it says google pay is not supported in IPhone 6. Even the app info in App Store it is compatible with iOS 11 and above. Even my friends with same model phone are able to use it. Please clarify regarding same,5,FALSE,Stopped working in iPhone6,sharath.ks,
13-11-2020 05:22,The only thing or you can say drawback is it will need access of location every time whenever you will pay someone. Everytiime i need to on my location when I will pay some and than I will off it because It will consume battery. Please look into these for better growth and provide better service to customers. Thanks,4,FALSE,Location access,hkgavel,
07-08-2020 16:02,"Its been few years that i am using google pay, but facing a problem for first time. 4th of August i have done a payment, the payment has not reached to other account and it shows processing till now. I would like to know need full thing regarding this. Please do what is essential. I will wait for your replay.",5,FALSE,Issue regarding a repayment,shyamlal5554,
17-10-2020 06:56,Suddenly my account was suspended. If I contact the customer care they said now to u r a not a customer of gpay . I think this app was share our details to another third party advertising apps i think its not secure. Without our permission how other suspicious activity will occur. Without proper information it will suspended the account. I think it’s totally waste payment app i used lot of other payments apps i never seen this type of waste app and also bo proper response i request to u all members please uninstall this app . As a brother please remember ones what i am said,1,FALSE,Waste app . I never seen,Ravan567,
16-06-2020 13:07,"Its so embarrassing that a No.1 business app, cannot run a customer care call center in these covid time , when people really need technical help . I am having issues for 3 days and cannot connect to a person to talk . This is the time you should active more , as market leader , be responsive in these times..",5,FALSE,Poor Customer Care service,fort road kannur,
19-03-2020 05:11,"Your app is awesome .... I've linked multiple bank accounts to my G-Pay, but I'm unable to choose one among them while paying .... It's simply asking to add new bank account though it was already linked .... in the earlier versions it was working fine, only the update is causing trouble.",5,FALSE,"Awesome, but choosing bank account isn't working ....",Sadguna,
11-11-2020 20:24,"I don't understand that why this is happening from a most trusted and reliable payments partner (earlier).We as users were giving a first preference for gpay, despite having other leading payment partners. The new update doesn't allow if the ios version is below 13.4, does it makes sense on which handset or which version a user is using it. Seriously this is heights. Lost complete trust on gpay and now the only option left is uninstall and switch. This was never expected. Anyways thanks for everything. A disappointed User...",1,FALSE,Useless update,scorpionjay,
07-04-2020 18:34,"While adding the second bank it ask for pin, even after entering right pin the error is thrown as incorrect pin so I am trying to add card details and error is thrown as even card details is wrong, I am facing this issue after the update",5,FALSE,Trouble in adding bank,praj15,
05-11-2020 03:12,"Google pay has suddenly stopped working on my iPhone 6. Seems there’s some security issue. It is very difficult to continue without google pay. It’s been over a week since this issue has occurred. Can someone tell me what the solution to this is? Is it a permanent thing, because reinstalling the app didn’t help, neither did upgrading the iOS version did. Do we need to go for a new iPhone, and if that’s the case, how long will google pay work on it. Will it stop working all of a sudden on a different iPhone as well. Please help.",1,FALSE,Not work in iPhone 6/6s,rajputms,
28-07-2020 07:59,"I am writing this feedback to inform the GP Team, that this is very bad experience for me from this app, i have tried to make payment to one of my friend, and everytime transacrion has been failed , and one time transaction will be in process , and my money has beed deducted from the account , and their is not any hope or customer service to get back refund amount.

So its a very bad experience for me by this app , i think governement need to take legal action against this type of services , because the payee will frustrated with the service provider",1,FALSE,Transaction Failed| Refund not processed,Farraday28,
19-06-2020 05:34,"I don’t know why google pay doing like this issues continuously, amount debited from my account but couldn’t receive other end, I wrote this comment after 5 days only, still not yet to receive money, don’t have toll free no or customer care no, if we try that customer care no after one ring call was auto disconnect, totally discourage, by the way I’m using updated app only and wife single also good strength. Pls don’t use this GPay app. Two times I raise compliant also no one reply for that, don’t know what to do next !!",1,FALSE,Transaction processing upto more than 5 days,Arunprakash arul,
16-04-2020 04:39,"The app had revolutionized how ppl pay each other in the country. But bugs and flaws have taken away its use. PhonePe has a much shorter turnaround time, and a much higher success rate too. Most transactions are stuck, along with the money, and there’s a minimal or no customer support, and huge days of wait for the money to return. 
Lately, even the rewards section crashes every time I tap it, and I have to manually kill the app. Add on to that the bloat ‘rewards’ that are rolled out. Better stop the loyalty entirely.",1,FALSE,Disappointing,Arani2302,
29-11-2020 05:28,"Hi Team,
   I have been used google pay for fund transfer and bill payment now I have a problem with it before update it working fine after I updated app not supported what can I do with this problem please do need full..

    It’s asking above 13 iOS .. but iOS update is not available for me..",5,FALSE,iPhone 6 version 12.4.9,zzmznwj,
29-12-2020 17:32,"Recently I made a transaction thru gpay for a merchant, initially they declined the transaction. I paid thru cash and after reaching home I got a msg saying amount is deducted from account. I tried contacting the customer service for the same, they didn’t have option to reverse the transaction and I tried calling the merchant asking him to pay back and he blocked my number. Bank has no idea regarding the amount. Better avoid this app , initially the amount will be declined and later the money is deducted from the account. Ridiculous app",1,FALSE,Don’t ever use this for money transfer,bharurao,
23-12-2020 16:00,"Since many days the app is badly malfunctioning.... it’s doesn’t allow login ... after updating app also it didn’t work 

Then it was uninstalled and reinstalled again ... still the problem persist .... account activation failed after a longer buffering .... it seems that some amateur college intern has made this app.... very very very annoyed and frustrated with malfunctioning 

Moreover in names of rewards also they are fooling now .... no rewards are being given on heavy transactions even .... I am going to discontinue this app forever",1,FALSE,Malfunctioning so badly,gauravtrivedi17,
14-12-2020 07:22,Sir this is to inform u that every time when I do payment or recharge no rewards has been given it shows better luck next time and while recharge if my dish tv on 3 dec the payment has been debited from my account and the transaction was failed but today also that payment has not been received to my account and I had conversations with that dishtv customer care and bank manager too the payment was debited but fraud activity has done by google pay,1,FALSE,No reward and fraudulent payment activities,mayur0028,
10-06-2020 01:14,Pls enable the feature make payment from iwatch when we don’t have from like morning  walk or when ever we are in the gym some ones who place our at home they will be make a payment from iwatch and feel free . This is utility and advise hope you will do in later updates. Thanks you,5,FALSE,Payment from apple iwatch,rupinder1,
13-03-2020 05:39,"After recent update my Gpay account has been logged out for more than 5times in 2days. There is no intimation about what the reason is. Every time I have to authorise with OTP and reactivate my bank accounts. If this is continuing then for what fun I have to use this app???

The problem still persists and I called customer care 3 times with a waiting time of more than 20 minutes every time. They are unable to process the issue. 
Really didn’t expected this type of worst support from Google !!!!",1,FALSE,Account is deactivated multiple times with out any problem intimation,Vardhann,
19-02-2020 05:53,"Despite the fact it is coming from Google, never expected such kind of bug that you guys cannot fix it from past 2 years. After every 2 days by application automatically signs me out and I have to log in again. Do you have any suggestions or should I dump this app?

Don’t feel like giving any ratings.",4,FALSE,Pathetic App,muba018,
14-05-2020 09:39,"Hello, just like Gold Locker please add more investment feature in your application.
1. Shares, Due to this pandemic there are people looking out for investment in share market.
2. Silver locker, similar to gold you can add silver locker too.
Bug:
1. If the payment failed it shows processing for a long time creating a trauma for the user.",5,FALSE,Add More Features,shariquepathan,
06-11-2020 02:48,This is a very bad experience from google pay.I had paid a bill it left my account at first they said that it’ll be refunded within 7 buissiness days its my 14th day till it didnt reach my account. I had failed trying to reach customer care number they only keep me waiting. I cant chat with the customer care because chat is closed. I lost my money. I will not recommend this app to anyone. Will not do any single transaction or bill payment through this app. Its very  bad experience. I don’t  know what to do to get my refund.,1,FALSE,No refund since 15 days,dream12081999,
23-01-2020 19:06,"Today all of a sudden, my google pay deactivated my sbi account and its now saying- Activating UPI is not supported on iPhone 6 or 6s anymore for bank security reasons .
That’s very sad because I need to make emergency transaction and I’m unable to do it.
At least you should provide an alternative before doing this.",5,FALSE,iPhone 6 Google pay security issue,Abhay Mistry,
28-01-2020 13:25,"This is awesome payment app!!
Yes..money sometimes deducted but not reflected, but that is okay because there are assistant to help you .. you can chat or request a call for your problems .. today i got 5291₹ back which was failed to deposit in mu friend s account 1 day before (it is done when I contacted them via chat)
Thanks GOOGLE TEAM",5,FALSE,Service at its Best,RAM7355,
22-11-2020 03:19,"After the new update which has the new logo, new UI and everything the app is constantly crashing on SE handset. It loads slow, takes the thumb print for account validation and throws a black screen and crashes. Tried everything possible but it’s the same. The old version worked perfectly fine, had no issues. The graphic at the top which is a game is also not loading. I tried to offload the app and download it again, yet the problem is not resolved. Finally I uninstalled it !!",1,FALSE,App crash consistently,rsunders,
12-11-2020 12:12,"If you serious with money don’t have backup do not ever use this app, if they can’t send the money they will take keep it with them for more than 3 days, you will have to wait until they credit it ack to you.
You can use Phone Pay Bhim app Paytm if they cannot transfer they will say straight forward that there is technical issue and they do not deduct your money.

if you use Google pay touch your head and sit in the corner. Uninstalling while we have other best apps.",1,FALSE,Worst app they will take your money and keep it for more than 3 days,sanxxone,
02-07-2020 03:55,The application has frequently failed. It is so widely available and used but does not work. It is an application that is utility based and not convenience based. When we need it the most it does not work. Disappointed.,5,FALSE,Does not work at all,jonathanaustin72,
08-11-2020 18:36,"Been using the app for quite a while. GPay had been doing a pretty decent job until the latest update! (probably the most disappointing update till date) 
Lags every time I open the app. Multiple bugs present. Can’t make payments like before. I get logged out for no reason. Also, the new icon looks awful! Please bring back the older version. Looked better and worked way better than the current one. Please fix it ASAP!",2,FALSE,Bring back the older version!,Madhuri G Reddy,
29-11-2020 04:27,Well I’m using Gpay for quite a long time now. But after the new logo arrived with the update the opening animation always lagging on my iphone 11. I guess it’s the same for most of the phones. Although it’s a minor problem but still it should be fixed. Keep up the good work.😊,5,FALSE,Opening animation lag,Selcouth69,
24-11-2020 15:02,"Hi team
Ever since this app is updated I am not able to restore my bank account
Its not working on iphone 6 plus continuously the message comes that device is not compatible. Where as its compatible with Ios 11 and above and iphone 6 is ios 12.
Please fix it asap",5,FALSE,Not working on iphone 6 plus,anuradha14353,
10-03-2020 05:26,"Hi sir / madam , 

Now a days google pay always shows error in payment with sBI transactions, it shows error like your bank not supporting and server error , sometimes it showing your bank not addeded. Kindly try to solve this pls . Comparing to g pay , phone pay is better.",5,FALSE,Server error with sBI transaction,1111777,
22-11-2020 18:18,"Hi Google,
Currently the contact history of the person whom we've transferred is shown in the main screen of the app.. we weren't able to delete it instead the only option is to hide from screen..pls get the option to delete this as the list going big day by day..",4,FALSE,To Remove contacts in the App after transferring the fund.,chuttukari,
13-08-2020 09:23,"I was able to transfer money though irraticaly with failures in between but now it’s just failed, failed failed and failed to transfer . How irritating and a noxious it is to face this embarrassment . To top it all u have a very user unfriendly cust carevwhich is tailor made to do nothing but a farce and the customer is stuck where he was. 
 You all better pull up your socks as as it is everybody says use Bhim app due to security issues one will stop paying thru young n future. Nothing is done so far on my complaints. This shows your promptness
Regards
Dr Mrinal Singh",1,FALSE,Very unpredictable app,Dr mrinal singh,
12-11-2020 07:24,"Absolutely fantastic!!
This app is super easy to use and there is amazing cashback offers also. Fast ,secure and easy to use once we set it up.
Payments are just a few clicks away.

How to add credit card as payment mode? Please show me the guide as to how i can make payments through my credit card.",5,FALSE,Fantastic,RaviDentist,
19-04-2020 07:02,Usually google pay is very good and helpful for easy payments and transfers along with exiting rewards. Recently for more than a week could see app is crashing each time I try to open rewards,5,FALSE,Having issues on rewards,Madhava Avineni,
