Date,UPI Banks,Volume (Mn) By Customers,Value (Cr) by Customers,Month,Year,Sentiment_Score_GooglePay,Sentiment_Score_PhonePe,Sentiment_Score_Paytm
02-03-2018,Paytm Payments Bank App,1.537586157,918.4158834,March,2018,,,0.8666
03-03-2018,Paytm Payments Bank App,1.483228132,929.9384501,March,2018,0.3593,,
04-03-2018,Paytm Payments Bank App,1.453087034,923.7290739,March,2018,,,0.558466667
05-03-2018,Paytm Payments Bank App,1.234107088,913.6944496,March,2018,,,0.29725
06-03-2018,Paytm Payments Bank App,1.446159479,918.6929865,March,2018,,0.9126,
07-03-2018,Paytm Payments Bank App,1.46531259,929.3897183,March,2018,,,0.5682
08-03-2018,Paytm Payments Bank App,1.367306849,910.4547393,March,2018,,0.6481,
09-03-2018,Paytm Payments Bank App,1.451455693,931.9864758,March,2018,,,-0.32485
10-03-2018,Paytm Payments Bank App,1.511311206,904.4835463,March,2018,-0.8509,0.4939,
11-03-2018,Paytm Payments Bank App,1.32226123,917.7745811,March,2018,,0.7389,0.614433333
12-03-2018,Paytm Payments Bank App,1.444682246,942.9032811,March,2018,,,0.156966667
13-03-2018,Paytm Payments Bank App,1.434918268,922.2571311,March,2018,,,
14-03-2018,Paytm Payments Bank App,1.255482497,926.4858482,March,2018,,0.271,0.8933
15-03-2018,Paytm Payments Bank App,1.522417377,927.4294656,March,2018,,,0.11355
16-03-2018,Paytm Payments Bank App,1.354535186,913.7819018,March,2018,,,-0.8832
17-03-2018,Paytm Payments Bank App,1.5144276,916.3538083,March,2018,,,-0.67055
18-03-2018,Paytm Payments Bank App,1.389708874,927.0216749,March,2018,,,
19-03-2018,Paytm Payments Bank App,1.406569909,929.5029097,March,2018,,,
20-03-2018,Paytm Payments Bank App,1.324445861,938.3258635,March,2018,,0.8187,
21-03-2018,Paytm Payments Bank App,1.421537016,927.3586875,March,2018,,0.85305,0.9829
22-03-2018,Paytm Payments Bank App,1.6014749,926.2544088,March,2018,,0.9077,-0.10115
23-03-2018,Paytm Payments Bank App,1.474760448,923.9657037,March,2018,,0.03435,
24-03-2018,Paytm Payments Bank App,1.468563986,906.5952543,March,2018,0.8553,,
25-03-2018,Paytm Payments Bank App,1.469766468,931.114731,March,2018,,,
26-03-2018,Paytm Payments Bank App,1.565635966,921.1842026,March,2018,,,0.3516
27-03-2018,Paytm Payments Bank App,1.493307468,903.0298107,March,2018,,-0.91,
28-03-2018,Paytm Payments Bank App,1.339921039,912.401706,March,2018,0.9227,,-0.309
29-03-2018,Paytm Payments Bank App,1.517250994,925.0199226,March,2018,0,,-0.1032
30-03-2018,Paytm Payments Bank App,1.458423064,928.4553657,March,2018,,,
31-03-2018,Paytm Payments Bank App,1.50141488,916.4016968,March,2018,,,0
01-04-2018,Google Pay,5.287971534,5720.884388,April,2018,-0.8836,,0.6621
02-04-2018,Google Pay,5.371988457,5708.087666,April,2018,0.2263,0.233266667,0.052
03-04-2018,Google Pay,5.275881689,5709.598313,April,2018,-0.06755,-0.8129,-0.9716
04-04-2018,Google Pay,5.135761673,5732.478436,April,2018,,0.2173,
05-04-2018,Google Pay,5.336337564,5724.903785,April,2018,,0.7003,
06-04-2018,Google Pay,5.355761444,5735.189889,April,2018,,0.0393,-0.2846
07-04-2018,Google Pay,5.474326305,5726.594598,April,2018,0.968,0.903,-0.5267
08-04-2018,Google Pay,5.278697175,5706.585241,April,2018,,,-0.5785
09-04-2018,Google Pay,5.558705415,5718.353556,April,2018,,-0.8693,0.2263
10-04-2018,Google Pay,5.243923173,5727.119655,April,2018,,,0.9532
11-04-2018,Google Pay,5.380535742,5729.502627,April,2018,,,-0.3356
12-04-2018,Google Pay,5.257368463,5721.136329,April,2018,,0.6423,0.089966667
13-04-2018,Google Pay,5.188101165,5750.736444,April,2018,0.1526,,
14-04-2018,Google Pay,5.320543199,5723.184039,April,2018,,,0.09
15-04-2018,Google Pay,5.228351637,5714.746313,April,2018,,0.42775,-0.762
16-04-2018,Google Pay,5.146514046,5730.659213,April,2018,,,-0.5403
17-04-2018,Google Pay,5.350131996,5717.690974,April,2018,0.8193,,-0.2148
18-04-2018,Google Pay,5.248232529,5725.500399,April,2018,,,0.0772
19-04-2018,Google Pay,5.316725264,5709.18694,April,2018,,0.9392,-0.9274
20-04-2018,Google Pay,5.161585721,5724.516976,April,2018,0.8957,0.8923,
21-04-2018,Google Pay,5.4292195,5726.497255,April,2018,-0.3578,0.7469,
22-04-2018,Google Pay,5.405189282,5724.663488,April,2018,,0,0.0387
23-04-2018,Google Pay,5.307846268,5722.87004,April,2018,,,-0.2164
24-04-2018,Google Pay,5.266113643,5728.494396,April,2018,-0.2404,-0.1027,-0.0278
25-04-2018,Google Pay,5.26978133,5730.502895,April,2018,0.2612,0.7425,-0.03125
26-04-2018,Google Pay,5.356047008,5732.336146,April,2018,,,0.4728
27-04-2018,Google Pay,5.437562869,5711.1109,April,2018,-0.2247,-0.8684,0.751
28-04-2018,Google Pay,5.29188334,5737.919036,April,2018,,0.9503,
29-04-2018,Google Pay,5.427373491,5730.407938,April,2018,,-0.465,
30-04-2018,Google Pay,5.306583271,5717.541627,April,2018,,-0.0155,0.9457
01-04-2018,PhonePe,7.127411411,7046.294511,April,2018,-0.8836,,0.6621
02-04-2018,PhonePe,6.977205088,7035.497595,April,2018,0.2263,0.233266667,0.052
03-04-2018,PhonePe,7.044433123,7052.360128,April,2018,-0.06755,-0.8129,-0.9716
04-04-2018,PhonePe,6.907779085,7049.903328,April,2018,,0.2173,
05-04-2018,PhonePe,7.093738545,7055.736495,April,2018,,0.7003,
06-04-2018,PhonePe,6.842327661,7027.89854,April,2018,,0.0393,-0.2846
07-04-2018,PhonePe,6.923198415,7049.855287,April,2018,0.968,0.903,-0.5267
08-04-2018,PhonePe,6.934996326,7045.038191,April,2018,,,-0.5785
09-04-2018,PhonePe,6.866876628,7046.003615,April,2018,,-0.8693,0.2263
10-04-2018,PhonePe,7.023316055,7031.931303,April,2018,,,0.9532
11-04-2018,PhonePe,7.087488711,7047.425681,April,2018,,,-0.3356
12-04-2018,PhonePe,7.000436116,7058.053907,April,2018,,0.6423,0.089966667
13-04-2018,PhonePe,6.957034922,7042.597001,April,2018,0.1526,,
14-04-2018,PhonePe,7.077946425,7049.232598,April,2018,,,0.09
15-04-2018,PhonePe,7.056289266,7062.528939,April,2018,,0.42775,-0.762
16-04-2018,PhonePe,6.841487919,7058.110147,April,2018,,,-0.5403
17-04-2018,PhonePe,6.975298857,7050.306256,April,2018,0.8193,,-0.2148
18-04-2018,PhonePe,6.762095715,7045.907925,April,2018,,,0.0772
19-04-2018,PhonePe,6.986303075,7033.638195,April,2018,,0.9392,-0.9274
20-04-2018,PhonePe,7.030705201,7043.644713,April,2018,0.8957,0.8923,
21-04-2018,PhonePe,7.073157569,7035.658205,April,2018,-0.3578,0.7469,
22-04-2018,PhonePe,7.004105468,7054.774089,April,2018,,0,0.0387
23-04-2018,PhonePe,6.949159547,7043.603072,April,2018,,,-0.2164
24-04-2018,PhonePe,7.050484112,7037.382713,April,2018,-0.2404,-0.1027,-0.0278
25-04-2018,PhonePe,6.983989384,7049.621687,April,2018,0.2612,0.7425,-0.03125
26-04-2018,PhonePe,6.918072811,7040.869004,April,2018,,,0.4728
27-04-2018,PhonePe,6.933981241,7029.120996,April,2018,-0.2247,-0.8684,0.751
28-04-2018,PhonePe,7.126991255,7048.310393,April,2018,,0.9503,
29-04-2018,PhonePe,7.05107684,7045.979565,April,2018,,-0.465,
30-04-2018,PhonePe,7.073499777,7041.468846,April,2018,,-0.0155,0.9457
01-04-2018,Paytm Payments Bank App,1.702425932,952.4366533,April,2018,-0.8836,,0.6621
02-04-2018,Paytm Payments Bank App,1.606782909,968.7822025,April,2018,0.2263,0.233266667,0.052
03-04-2018,Paytm Payments Bank App,1.580668357,976.2147107,April,2018,-0.06755,-0.8129,-0.9716
04-04-2018,Paytm Payments Bank App,1.60716291,953.0778902,April,2018,,0.2173,
05-04-2018,Paytm Payments Bank App,1.652406393,974.1200325,April,2018,,0.7003,
06-04-2018,Paytm Payments Bank App,1.470499108,972.4175377,April,2018,,0.0393,-0.2846
07-04-2018,Paytm Payments Bank App,1.607599373,951.6034833,April,2018,0.968,0.903,-0.5267
08-04-2018,Paytm Payments Bank App,1.45492769,964.7377076,April,2018,,,-0.5785
09-04-2018,Paytm Payments Bank App,1.406482451,977.5176761,April,2018,,-0.8693,0.2263
10-04-2018,Paytm Payments Bank App,1.662012895,952.9064356,April,2018,,,0.9532
11-04-2018,Paytm Payments Bank App,1.443787733,972.6482925,April,2018,,,-0.3356
12-04-2018,Paytm Payments Bank App,1.583492108,984.6584284,April,2018,,0.6423,0.089966667
13-04-2018,Paytm Payments Bank App,1.648755683,956.362302,April,2018,0.1526,,
14-04-2018,Paytm Payments Bank App,1.614855275,961.5159561,April,2018,,,0.09
15-04-2018,Paytm Payments Bank App,1.591091188,974.470676,April,2018,,0.42775,-0.762
16-04-2018,Paytm Payments Bank App,1.551587175,985.7509293,April,2018,,,-0.5403
17-04-2018,Paytm Payments Bank App,1.616656771,966.9929187,April,2018,0.8193,,-0.2148
18-04-2018,Paytm Payments Bank App,1.708525428,950.256196,April,2018,,,0.0772
19-04-2018,Paytm Payments Bank App,1.725558221,974.2987568,April,2018,,0.9392,-0.9274
20-04-2018,Paytm Payments Bank App,1.640677967,957.3501496,April,2018,0.8957,0.8923,
21-04-2018,Paytm Payments Bank App,1.753085936,971.7616458,April,2018,-0.3578,0.7469,
22-04-2018,Paytm Payments Bank App,1.553935181,968.8045977,April,2018,,0,0.0387
23-04-2018,Paytm Payments Bank App,1.360425729,981.615714,April,2018,,,-0.2164
24-04-2018,Paytm Payments Bank App,1.67941254,963.0741607,April,2018,-0.2404,-0.1027,-0.0278
25-04-2018,Paytm Payments Bank App,1.524735148,967.3777383,April,2018,0.2612,0.7425,-0.03125
26-04-2018,Paytm Payments Bank App,1.553273886,971.6722466,April,2018,,,0.4728
27-04-2018,Paytm Payments Bank App,1.333793003,974.0518181,April,2018,-0.2247,-0.8684,0.751
28-04-2018,Paytm Payments Bank App,1.542801621,967.5625503,April,2018,,0.9503,
29-04-2018,Paytm Payments Bank App,1.434632465,953.1542145,April,2018,,-0.465,
30-04-2018,Paytm Payments Bank App,1.629791114,973.9087643,April,2018,,-0.0155,0.9457
01-05-2018,Google Pay,5.933950851,6430.959414,May,2018,0.5994,0.42255,0.7506
02-05-2018,Google Pay,5.512674605,6303.012837,May,2018,,,-0.5243
03-05-2018,Google Pay,5.409603736,6843.275294,May,2018,,0.604266667,-0.9865
04-05-2018,Google Pay,5.267351217,6803.911325,May,2018,,-0.8847,-0.1655
05-05-2018,Google Pay,5.171364848,6461.456652,May,2018,,,-0.072633333
06-05-2018,Google Pay,5.850985043,5727.428264,May,2018,,,0.02926
07-05-2018,Google Pay,6.139000352,6656.633504,May,2018,,0.35965,
08-05-2018,Google Pay,6.387280623,5713.688955,May,2018,,0.45025,-0.7717
09-05-2018,Google Pay,5.353117155,6413.331771,May,2018,,,0.25
10-05-2018,Google Pay,5.509319678,6072.350291,May,2018,0.8481,0.67005,0.206166667
11-05-2018,Google Pay,4.686975922,5872.805302,May,2018,0.167,,-0.6486
12-05-2018,Google Pay,6.196947588,5753.08575,May,2018,-0.6863,,
13-05-2018,Google Pay,4.938573862,4790.896506,May,2018,,,
14-05-2018,Google Pay,6.075510699,6064.540245,May,2018,,,-0.177075
15-05-2018,Google Pay,5.654081255,6239.995113,May,2018,0.4404,0.7613,-0.8834
16-05-2018,Google Pay,5.264445026,6482.099698,May,2018,,,
17-05-2018,Google Pay,5.347604601,6491.287107,May,2018,,-0.3262,-0.0511
18-05-2018,Google Pay,6.263409503,5627.825752,May,2018,,0,0.803
19-05-2018,Google Pay,6.464579118,5835.701518,May,2018,,,-0.35955
20-05-2018,Google Pay,5.408390225,5755.169168,May,2018,,-0.3076,-0.3597
21-05-2018,Google Pay,5.749867652,6137.371582,May,2018,-0.0258,,-0.019825
22-05-2018,Google Pay,7.661901182,5849.646581,May,2018,0,-0.1926,0.0877375
23-05-2018,Google Pay,6.165055223,5755.05197,May,2018,,0.9136,-0.4092
24-05-2018,Google Pay,6.238596171,6379.580395,May,2018,,,
25-05-2018,Google Pay,5.232153106,6891.978269,May,2018,-0.9514,,0.59065
26-05-2018,Google Pay,6.514189558,6506.84056,May,2018,0.8737,,0.340688889
27-05-2018,Google Pay,5.787027962,5718.530577,May,2018,,,0.45545
28-05-2018,Google Pay,6.867413622,6295.100256,May,2018,0.9436,,-0.2727
29-05-2018,Google Pay,7.444277893,6295.123949,May,2018,,,-0.7849
30-05-2018,Google Pay,6.847041265,6481.53915,May,2018,0.7783,-0.2495,-0.7007
31-05-2018,Google Pay,6.583815134,6206.283269,May,2018,,,
01-05-2018,PhonePe,7.389888333,7189.609952,May,2018,0.5994,0.42255,0.7506
02-05-2018,PhonePe,7.707412657,8225.520556,May,2018,,,-0.5243
03-05-2018,PhonePe,7.490247947,7439.253114,May,2018,,0.604266667,-0.9865
04-05-2018,PhonePe,6.584752711,7472.240316,May,2018,,-0.8847,-0.1655
05-05-2018,PhonePe,8.741642091,7711.211138,May,2018,,,-0.072633333
06-05-2018,PhonePe,7.242681788,6078.893135,May,2018,,,0.02926
07-05-2018,PhonePe,7.455912339,7356.619653,May,2018,,0.35965,
08-05-2018,PhonePe,6.952359248,6695.601598,May,2018,,0.45025,-0.7717
09-05-2018,PhonePe,7.483303154,7235.232687,May,2018,,,0.25
10-05-2018,PhonePe,6.171141354,7294.175715,May,2018,0.8481,0.67005,0.206166667
11-05-2018,PhonePe,7.586771784,7398.483974,May,2018,0.167,,-0.6486
12-05-2018,PhonePe,7.686322399,7754.665484,May,2018,-0.6863,,
13-05-2018,PhonePe,7.435851943,6411.789059,May,2018,,,
14-05-2018,PhonePe,8.893147939,7687.940638,May,2018,,,-0.177075
15-05-2018,PhonePe,8.005007957,6393.768778,May,2018,0.4404,0.7613,-0.8834
16-05-2018,PhonePe,7.338557575,7961.433913,May,2018,,,
17-05-2018,PhonePe,6.656400382,7717.856129,May,2018,,-0.3262,-0.0511
18-05-2018,PhonePe,7.604724383,6771.42098,May,2018,,0,0.803
19-05-2018,PhonePe,8.420584698,6988.24606,May,2018,,,-0.35955
20-05-2018,PhonePe,7.638941265,7787.063032,May,2018,,-0.3076,-0.3597
21-05-2018,PhonePe,7.909393297,8601.370329,May,2018,-0.0258,,-0.019825
22-05-2018,PhonePe,8.293635416,8834.865917,May,2018,0,-0.1926,0.0877375
23-05-2018,PhonePe,7.097885828,8445.196614,May,2018,,0.9136,-0.4092
24-05-2018,PhonePe,6.71035459,8219.009008,May,2018,,,
25-05-2018,PhonePe,8.117039441,7301.027083,May,2018,-0.9514,,0.59065
26-05-2018,PhonePe,7.60653651,6159.267895,May,2018,0.8737,,0.340688889
27-05-2018,PhonePe,6.999408976,8187.471832,May,2018,,,0.45545
28-05-2018,PhonePe,7.419338169,6918.053869,May,2018,0.9436,,-0.2727
29-05-2018,PhonePe,8.14820235,8655.158359,May,2018,,,-0.7849
30-05-2018,PhonePe,6.575625005,8372.972205,May,2018,0.7783,-0.2495,-0.7007
31-05-2018,PhonePe,9.109432177,7577.322726,May,2018,,,
01-05-2018,Paytm Payments Bank App,2.111035455,1015.295254,May,2018,0.5994,0.42255,0.7506
02-05-2018,Paytm Payments Bank App,2.293413474,993.0720628,May,2018,,,-0.5243
03-05-2018,Paytm Payments Bank App,1.65035089,1008.799277,May,2018,,0.604266667,-0.9865
04-05-2018,Paytm Payments Bank App,1.871063355,1027.525618,May,2018,,-0.8847,-0.1655
05-05-2018,Paytm Payments Bank App,1.800814703,1004.65631,May,2018,,,-0.072633333
06-05-2018,Paytm Payments Bank App,1.445406845,973.3176827,May,2018,,,0.02926
07-05-2018,Paytm Payments Bank App,1.551034395,1155.594976,May,2018,,0.35965,
08-05-2018,Paytm Payments Bank App,1.74301492,935.5140509,May,2018,,0.45025,-0.7717
09-05-2018,Paytm Payments Bank App,1.975835997,935.4793943,May,2018,,,0.25
10-05-2018,Paytm Payments Bank App,1.588639536,994.0358517,May,2018,0.8481,0.67005,0.206166667
11-05-2018,Paytm Payments Bank App,1.841813883,979.4411712,May,2018,0.167,,-0.6486
12-05-2018,Paytm Payments Bank App,1.721722329,912.8466766,May,2018,-0.6863,,
13-05-2018,Paytm Payments Bank App,1.62701515,1160.304521,May,2018,,,
14-05-2018,Paytm Payments Bank App,1.704754127,1139.48687,May,2018,,,-0.177075
15-05-2018,Paytm Payments Bank App,1.770719001,1042.255605,May,2018,0.4404,0.7613,-0.8834
16-05-2018,Paytm Payments Bank App,1.677473941,1121.856074,May,2018,,,
17-05-2018,Paytm Payments Bank App,1.560827828,858.861038,May,2018,,-0.3262,-0.0511
18-05-2018,Paytm Payments Bank App,1.848191974,1083.093153,May,2018,,0,0.803
19-05-2018,Paytm Payments Bank App,1.80586697,1250.195136,May,2018,,,-0.35955
20-05-2018,Paytm Payments Bank App,1.568351339,1251.800324,May,2018,,-0.3076,-0.3597
21-05-2018,Paytm Payments Bank App,1.901322041,1132.852447,May,2018,-0.0258,,-0.019825
22-05-2018,Paytm Payments Bank App,1.746874115,920.9899616,May,2018,0,-0.1926,0.0877375
23-05-2018,Paytm Payments Bank App,1.958463211,919.702482,May,2018,,0.9136,-0.4092
24-05-2018,Paytm Payments Bank App,1.694140725,913.0171797,May,2018,,,
25-05-2018,Paytm Payments Bank App,1.929102567,971.3109699,May,2018,-0.9514,,0.59065
26-05-2018,Paytm Payments Bank App,1.648561585,924.4985873,May,2018,0.8737,,0.340688889
27-05-2018,Paytm Payments Bank App,1.601486026,958.5415716,May,2018,,,0.45545
28-05-2018,Paytm Payments Bank App,1.842780366,821.1721901,May,2018,0.9436,,-0.2727
29-05-2018,Paytm Payments Bank App,2.115645143,795.2060807,May,2018,,,-0.7849
30-05-2018,Paytm Payments Bank App,1.676322302,1010.552989,May,2018,0.7783,-0.2495,-0.7007
31-05-2018,Paytm Payments Bank App,2.102752771,1053.343943,May,2018,,,
01-06-2018,Google Pay,6.560952494,7290.131271,June,2018,,,0.68945
02-06-2018,Google Pay,6.145770159,6370.655001,June,2018,-0.1681,-0.7476,0.93
03-06-2018,Google Pay,5.98092204,6178.260233,June,2018,,0.7389,
04-06-2018,Google Pay,8.178638575,6078.282236,June,2018,,0.8461,-0.6008
05-06-2018,Google Pay,6.753194584,6271.879701,June,2018,0.7391,,-0.5572
06-06-2018,Google Pay,7.177328397,7173.646796,June,2018,,-0.1251,-0.2594
07-06-2018,Google Pay,6.941691072,6890.986737,June,2018,,0.5376,
08-06-2018,Google Pay,6.173359035,6744.4151,June,2018,0.8338,0.9429,0.5002
09-06-2018,Google Pay,5.552409693,6973.821018,June,2018,-0.34,,0.8834
10-06-2018,Google Pay,7.251882941,6373.330509,June,2018,,0.4404,-0.56405
11-06-2018,Google Pay,5.280591696,5833.912824,June,2018,0.1027,0.7003,
12-06-2018,Google Pay,6.366783988,5119.621205,June,2018,,,
13-06-2018,Google Pay,6.380766311,6598.24617,June,2018,,,
14-06-2018,Google Pay,7.14486318,6568.869295,June,2018,,,
15-06-2018,Google Pay,4.759156858,7085.732076,June,2018,,-0.6652,0.20915
16-06-2018,Google Pay,7.122601266,6664.250088,June,2018,,0.4497,0.714
17-06-2018,Google Pay,7.293446631,7141.172345,June,2018,,,-0.6124
18-06-2018,Google Pay,5.690030731,6424.709682,June,2018,0.1637,,0.34886
19-06-2018,Google Pay,6.537971529,7042.704451,June,2018,,-0.6486,-0.3839
20-06-2018,Google Pay,7.105882353,6720.396734,June,2018,,0.1872,-0.156566667
21-06-2018,Google Pay,6.889245465,5449.333908,June,2018,,,-0.050475
22-06-2018,Google Pay,5.342979239,7038.840178,June,2018,,,0.522425
23-06-2018,Google Pay,7.026229438,6841.058109,June,2018,,,
24-06-2018,Google Pay,6.063795502,6434.055027,June,2018,,,0.21245
25-06-2018,Google Pay,6.640350674,7077.148937,June,2018,,,-0.49145
26-06-2018,Google Pay,5.32986239,6032.637687,June,2018,0.9585,0.0459,0.056225
27-06-2018,Google Pay,7.631398866,6531.82655,June,2018,-0.7243,,0.256933333
28-06-2018,Google Pay,7.032279281,6874.849648,June,2018,,,0.9844
29-06-2018,Google Pay,7.381255127,6076.582245,June,2018,,0.4005,
30-06-2018,Google Pay,6.753867176,5365.375483,June,2018,0.5264,0.7964,0.5357
01-06-2018,PhonePe,8.561891457,7465.510388,June,2018,,,0.68945
02-06-2018,PhonePe,8.88557187,6790.013082,June,2018,-0.1681,-0.7476,0.93
03-06-2018,PhonePe,8.3094098,6945.452933,June,2018,,0.7389,
04-06-2018,PhonePe,10.13962831,7860.695514,June,2018,,0.8461,-0.6008
05-06-2018,PhonePe,8.325553051,6086.865153,June,2018,0.7391,,-0.5572
06-06-2018,PhonePe,8.843522172,7390.25557,June,2018,,-0.1251,-0.2594
07-06-2018,PhonePe,9.172056945,8086.954202,June,2018,,0.5376,
08-06-2018,PhonePe,8.763992734,7352.786917,June,2018,0.8338,0.9429,0.5002
09-06-2018,PhonePe,8.723584394,6384.390775,June,2018,-0.34,,0.8834
10-06-2018,PhonePe,9.190709922,8370.818233,June,2018,,0.4404,-0.56405
11-06-2018,PhonePe,10.59778548,8550.667601,June,2018,0.1027,0.7003,
12-06-2018,PhonePe,7.128780002,7214.317614,June,2018,,,
13-06-2018,PhonePe,9.590109045,8911.728032,June,2018,,,
14-06-2018,PhonePe,7.682255797,6571.203404,June,2018,,,
15-06-2018,PhonePe,8.94108319,8164.778964,June,2018,,-0.6652,0.20915
16-06-2018,PhonePe,8.47839893,7063.843416,June,2018,,0.4497,0.714
17-06-2018,PhonePe,7.927711135,6718.188753,June,2018,,,-0.6124
18-06-2018,PhonePe,9.066504348,7461.165141,June,2018,0.1637,,0.34886
19-06-2018,PhonePe,9.568706814,8256.785516,June,2018,,-0.6486,-0.3839
20-06-2018,PhonePe,7.218397458,7800.914852,June,2018,,0.1872,-0.156566667
21-06-2018,PhonePe,8.21921931,7582.375698,June,2018,,,-0.050475
22-06-2018,PhonePe,9.49636797,8771.163254,June,2018,,,0.522425
23-06-2018,PhonePe,8.217977255,7104.17778,June,2018,,,
24-06-2018,PhonePe,8.813567582,7795.882236,June,2018,,,0.21245
25-06-2018,PhonePe,8.293708268,8071.859378,June,2018,,,-0.49145
26-06-2018,PhonePe,8.867796579,6910.932314,June,2018,0.9585,0.0459,0.056225
27-06-2018,PhonePe,9.69050729,7934.914131,June,2018,-0.7243,,0.256933333
28-06-2018,PhonePe,8.888261883,7235.657539,June,2018,,,0.9844
29-06-2018,PhonePe,8.156077796,7443.679004,June,2018,,0.4005,
30-06-2018,PhonePe,9.539953016,8321.755466,June,2018,0.5264,0.7964,0.5357
01-06-2018,Paytm Payments Bank App,2.004967571,1040.490277,June,2018,,,0.68945
02-06-2018,Paytm Payments Bank App,1.763473344,1141.565634,June,2018,-0.1681,-0.7476,0.93
03-06-2018,Paytm Payments Bank App,1.636377477,1063.452421,June,2018,,0.7389,
04-06-2018,Paytm Payments Bank App,1.798307196,1264.634123,June,2018,,0.8461,-0.6008
05-06-2018,Paytm Payments Bank App,1.909590578,1021.459916,June,2018,0.7391,,-0.5572
06-06-2018,Paytm Payments Bank App,1.569189067,1044.390109,June,2018,,-0.1251,-0.2594
07-06-2018,Paytm Payments Bank App,2.126064524,1014.805302,June,2018,,0.5376,
08-06-2018,Paytm Payments Bank App,1.848409868,1093.748885,June,2018,0.8338,0.9429,0.5002
09-06-2018,Paytm Payments Bank App,2.371967285,1058.249031,June,2018,-0.34,,0.8834
10-06-2018,Paytm Payments Bank App,1.870348338,1038.826081,June,2018,,0.4404,-0.56405
11-06-2018,Paytm Payments Bank App,2.260764085,875.4394511,June,2018,0.1027,0.7003,
12-06-2018,Paytm Payments Bank App,2.322259581,1082.233516,June,2018,,,
13-06-2018,Paytm Payments Bank App,1.607844582,926.2523343,June,2018,,,
14-06-2018,Paytm Payments Bank App,1.99470785,1121.694796,June,2018,,,
15-06-2018,Paytm Payments Bank App,1.756327381,1204.344292,June,2018,,-0.6652,0.20915
16-06-2018,Paytm Payments Bank App,1.829662499,1285.562374,June,2018,,0.4497,0.714
17-06-2018,Paytm Payments Bank App,1.901689424,1205.451883,June,2018,,,-0.6124
18-06-2018,Paytm Payments Bank App,1.940383062,1065.170316,June,2018,0.1637,,0.34886
19-06-2018,Paytm Payments Bank App,1.627757584,1060.044409,June,2018,,-0.6486,-0.3839
20-06-2018,Paytm Payments Bank App,1.83690904,1131.422817,June,2018,,0.1872,-0.156566667
21-06-2018,Paytm Payments Bank App,1.965352252,1198.544171,June,2018,,,-0.050475
22-06-2018,Paytm Payments Bank App,2.151910375,1109.829605,June,2018,,,0.522425
23-06-2018,Paytm Payments Bank App,1.821080737,1110.830491,June,2018,,,
24-06-2018,Paytm Payments Bank App,1.542459084,1057.495155,June,2018,,,0.21245
25-06-2018,Paytm Payments Bank App,2.199148711,971.8608411,June,2018,,,-0.49145
26-06-2018,Paytm Payments Bank App,1.641742841,1231.056874,June,2018,0.9585,0.0459,0.056225
27-06-2018,Paytm Payments Bank App,1.889160805,909.4062388,June,2018,-0.7243,,0.256933333
28-06-2018,Paytm Payments Bank App,1.734446869,1045.170054,June,2018,,,0.9844
29-06-2018,Paytm Payments Bank App,2.017232752,1164.560199,June,2018,,0.4005,
30-06-2018,Paytm Payments Bank App,1.819303641,994.7236415,June,2018,0.5264,0.7964,0.5357
01-07-2018,Google Pay,6.28687848,7308.310889,July,2018,,0.25365,0.795333333
02-07-2018,Google Pay,8.515722061,5601.970129,July,2018,,,
03-07-2018,Google Pay,6.675496189,6256.342596,July,2018,,,
04-07-2018,Google Pay,7.726317161,6134.718782,July,2018,0.1375,-0.34,0.5729
05-07-2018,Google Pay,6.093230169,7714.818752,July,2018,,,0.2023
06-07-2018,Google Pay,7.558855319,6977.520741,July,2018,0.4779,0.9358,-0.527066667
07-07-2018,Google Pay,7.116901187,6358.147907,July,2018,0.10315,-0.6249,0.309366667
08-07-2018,Google Pay,6.858120225,7284.18734,July,2018,,0.7841,0.26795
09-07-2018,Google Pay,7.23933279,5946.861786,July,2018,-0.9736,0.260933333,-0.25405
10-07-2018,Google Pay,6.858447085,8189.621462,July,2018,0.4404,0,0.13715
11-07-2018,Google Pay,7.496011588,7097.264277,July,2018,,,0.0868
12-07-2018,Google Pay,7.434764613,6745.883096,July,2018,,,0.2956
13-07-2018,Google Pay,6.881124299,6813.115612,July,2018,,,-0.6621
14-07-2018,Google Pay,7.110348924,6760.516325,July,2018,,,-0.301
15-07-2018,Google Pay,7.040936227,6889.517851,July,2018,,-0.6605,-0.0792
16-07-2018,Google Pay,7.403289571,5513.295164,July,2018,0.7275,,0.56335
17-07-2018,Google Pay,8.026529803,6064.906028,July,2018,,,0.1376
18-07-2018,Google Pay,7.085526315,7824.822633,July,2018,,0.9313,
19-07-2018,Google Pay,8.195565636,6601.071261,July,2018,,,0.17585
20-07-2018,Google Pay,7.972099815,7594.573879,July,2018,,,
21-07-2018,Google Pay,7.099489984,6769.55427,July,2018,,-0.8567,0.07456
22-07-2018,Google Pay,6.629180737,6726.390957,July,2018,-0.8487,,-0.087633333
23-07-2018,Google Pay,7.566227995,7178.666586,July,2018,,,
24-07-2018,Google Pay,6.282010524,5434.100178,July,2018,,0.6923,
25-07-2018,Google Pay,6.506600406,5845.771756,July,2018,,,
26-07-2018,Google Pay,8.245208744,6726.869832,July,2018,0.5063,,-0.2858
27-07-2018,Google Pay,6.663962389,6504.027118,July,2018,,-0.5659,0.0258
28-07-2018,Google Pay,5.841263497,6436.410778,July,2018,,,-0.6858
